Date,Time,Open,High,Low,Close
2021-05-24,04:15:00,1.41489,1.41498,1.41473,1.41485
2021-05-24,04:30:00,1.41484,1.41494,1.41465,1.41492
2021-05-24,04:45:00,1.41496,1.41496,1.41473,1.41481
2021-05-24,05:00:00,1.41483,1.41535,1.41481,1.41527
2021-05-24,05:15:00,1.41530,1.41569,1.41511,1.41562
2021-05-24,05:30:00,1.41559,1.41563,1.41521,1.41531
2021-05-24,05:45:00,1.41532,1.41587,1.41513,1.41575
2021-05-24,06:00:00,1.41576,1.41596,1.41504,1.4156
2021-05-24,06:15:00,1.41557,1.41622,1.41544,1.41554
2021-05-24,06:30:00,1.41554,1.4158,1.4151,1.4153
2021-05-24,06:45:00,1.41531,1.41566,1.4151,1.41514
2021-05-24,07:00:00,1.41516,1.4154,1.41458,1.41532
2021-05-24,07:15:00,1.41535,1.41644,1.41523,1.41631
2021-05-24,07:30:00,1.41630,1.41672,1.41609,1.41609
2021-05-24,07:45:00,1.41615,1.41714,1.41612,1.41672
2021-05-24,08:00:00,1.41674,1.41694,1.4163,1.41631
2021-05-24,08:15:00,1.41634,1.41666,1.41552,1.41561
2021-05-24,08:30:00,1.41562,1.41565,1.4111,1.41321
2021-05-24,08:45:00,1.41319,1.414,1.41302,1.41381
2021-05-24,09:00:00,1.41380,1.41446,1.41313,1.41385
2021-05-24,09:15:00,1.41388,1.41405,1.41283,1.41283
2021-05-24,09:30:00,1.41283,1.41302,1.41227,1.413
2021-05-24,09:45:00,1.41300,1.41363,1.41253,1.4136
2021-05-24,10:00:00,1.41357,1.41362,1.41236,1.41269
2021-05-24,10:15:00,1.41270,1.41294,1.41231,1.41253
2021-05-24,10:30:00,1.41248,1.41341,1.41186,1.41337
2021-05-24,10:45:00,1.41338,1.4135,1.41241,1.41282
2021-05-24,11:00:00,1.41284,1.41342,1.41229,1.41307
2021-05-24,11:15:00,1.41309,1.41326,1.41232,1.41242
